alpha,r_cl,L,x,dedt,t_eddy,dtdrive,tlimit
0.001,1.06272241,42.508896288,21.2544481438,0.033796983742783,273.840115180278872,2.738401151802789,2738.401151802788718
0.010,0.10627224,4.250889629,2.1254448144,0.000337969837428,27.384011518027886,0.273840115180279,273.840115180278872
0.100,0.01062722,0.425088963,0.2125444814,0.000003379698374,2.738401151802788,0.027384011518028,27.384011518027883
1.000,0.00106272,0.042508896,0.0212544481,0.000000033796984,0.273840115180279,0.002738401151803,2.738401151802788
10.000,0.00010627,0.004250890,0.0021254448,0.000000000337970,0.027384011518028,0.000273840115180,0.273840115180279
100.000,0.00001063,0.000425089,0.0002125445,0.000000000003380,0.002738401151803,0.000027384011518,0.027384011518028
