alpha,r_cl,L,x,dedt,t_eddy,dtdrive,tlimit
0.001,3.18816722,127.526688863,63.7633444314,8.212667049496162,273.840115180278872,2.738401151802789,2738.401151802788718
0.010,0.31881672,12.752668886,6.3763344431,0.082126670494962,27.384011518027886,0.273840115180279,273.840115180278872
0.100,0.03188167,1.275266889,0.6376334443,0.000821266704950,2.738401151802789,0.027384011518028,27.384011518027886
1.000,0.00318817,0.127526689,0.0637633444,0.000008212667049,0.273840115180279,0.002738401151803,2.738401151802789
10.000,0.00031882,0.012752669,0.0063763344,0.000000082126670,0.027384011518028,0.000273840115180,0.273840115180279
100.000,0.00003188,0.001275267,0.0006376334,0.000000000821267,0.002738401151803,0.000027384011518,0.027384011518028
