alpha,r_cl,L,x,dedt,t_eddy,dtdrive,tlimit
0.010,0.21254448,8.501779258,4.2508896288,0.010815034797690,27.384011518027886,0.273840115180279,273.840115180278872
0.100,0.02125445,0.850177926,0.4250889629,0.000108150347977,2.738401151802788,0.027384011518028,27.384011518027883
1.000,0.00212544,0.085017793,0.0425088963,0.000001081503480,0.273840115180279,0.002738401151803,2.738401151802788
10.000,0.00021254,0.008501779,0.0042508896,0.000000010815035,0.027384011518028,0.000273840115180,0.273840115180279
100.000,0.00002125,0.000850178,0.0004250890,0.000000000108150,0.002738401151803,0.000027384011518,0.027384011518028
